College IPEDS ID,College Name,Fall Term,Enrollment Type Code,Enrollment Type Description,Head Count,Full-time Equivalent (FTE) Enrollment
190585,CUNY Hostos Community College,Fall 2001,4,Undergraduate,3283,2813
190585,CUNY Hostos Community College,Fall 2001,5,Total,3283,2813
190594,CUNY Hunter College,Fall 2001,1,Transfer,1736,
190594,CUNY Hunter College,Fall 2001,2,First-time Freshmen,1952,
190594,CUNY Hunter College,Fall 2001,3,Graduate,4695,2663
190594,CUNY Hunter College,Fall 2001,4,Undergraduate,15702,11449
190594,CUNY Hunter College,Fall 2001,5,Total,20397,14112
190600,CUNY John Jay College of Criminal Justice,Fall 2001,1,Transfer,1191,
190600,CUNY John Jay College of Criminal Justice,Fall 2001,2,First-time Freshmen,1727,
190600,CUNY John Jay College of Criminal Justice,Fall 2001,3,Graduate,1041,622
190600,CUNY John Jay College of Criminal Justice,Fall 2001,4,Undergraduate,10428,7920
190600,CUNY John Jay College of Criminal Justice,Fall 2001,5,Total,11469,8542
190619,CUNY Kingsborough Community College,Fall 2001,1,Transfer,1209,
190619,CUNY Kingsborough Community College,Fall 2001,2,First-time Freshmen,2069,
190619,CUNY Kingsborough Community College,Fall 2001,4,Undergraduate,15082,10579
190619,CUNY Kingsborough Community College,Fall 2001,5,Total,15082,10579
190628,CUNY LaGuardia Community College,Fall 2001,1,Transfer,752,
190628,CUNY LaGuardia Community College,Fall 2001,2,First-time Freshmen,1677,
190628,CUNY LaGuardia Community College,Fall 2001,4,Undergraduate,11426,9349
190628,CUNY LaGuardia Community College,Fall 2001,5,Total,11426,9349
190682,CUNY Law School,Fall 2001,3,Graduate,443,568
190682,CUNY Law School,Fall 2001,5,Total,443,568
190637,CUNY Lehman College,Fall 2001,1,Transfer,781,
190637,CUNY Lehman College,Fall 2001,2,First-time Freshmen,664,
190637,CUNY Lehman College,Fall 2001,3,Graduate,1967,879
190637,CUNY Lehman College,Fall 2001,4,Undergraduate,6922,4883
190637,CUNY Lehman College,Fall 2001,5,Total,8889,5762
190646,CUNY Medgar Evers College,Fall 2001,1,Transfer,442,
190646,CUNY Medgar Evers College,Fall 2001,2,First-time Freshmen,651,
190646,CUNY Medgar Evers College,Fall 2001,4,Undergraduate,4715,3231
190646,CUNY Medgar Evers College,Fall 2001,5,Total,4715,3231
190655,CUNY New York City College of Technology,Fall 2001,1,Transfer,630,
190655,CUNY New York City College of Technology,Fall 2001,2,First-time Freshmen,2472,
190655,CUNY New York City College of Technology,Fall 2001,4,Undergraduate,11028,8542
190655,CUNY New York City College of Technology,Fall 2001,5,Total,11028,8542
190664,CUNY Queens College,Fall 2001,1,Transfer,1318,
190664,CUNY Queens College,Fall 2001,2,First-time Freshmen,1271,
190664,CUNY Queens College,Fall 2001,3,Graduate,4178,1937
190664,CUNY Queens College,Fall 2001,4,Undergraduate,11213,8529
190664,CUNY Queens College,Fall 2001,5,Total,15391,10466
190673,CUNY Queensborough Community College,Fall 2001,1,Transfer,667,
190673,CUNY Queensborough Community College,Fall 2001,2,First-time Freshmen,2234,
190673,CUNY Queensborough Community College,Fall 2001,4,Undergraduate,10739,7071
190673,CUNY Queensborough Community College,Fall 2001,5,Total,10739,7071
190691,CUNY York College,Fall 2001,1,Transfer,560,
190691,CUNY York College,Fall 2001,2,First-time Freshmen,506,
190691,CUNY York College,Fall 2001,4,Undergraduate,5208,3641
190691,CUNY York College,Fall 2001,5,Total,5208,3641
190512,CUNY Baruch College,Fall 2000,1,Transfer,1697,
190512,CUNY Baruch College,Fall 2000,2,First-time Freshmen,1329,
190512,CUNY Baruch College,Fall 2000,3,Graduate,2673,1954
190512,CUNY Baruch College,Fall 2000,4,Undergraduate,13025,9792
190512,CUNY Baruch College,Fall 2000,5,Total,15698,11746
190521,CUNY Borough of Manhattan Community College,Fall 2000,1,Transfer,1277,
190521,CUNY Borough of Manhattan Community College,Fall 2000,2,First-time Freshmen,3169,
190521,CUNY Borough of Manhattan Community College,Fall 2000,4,Undergraduate,15875,11562
190521,CUNY Borough of Manhattan Community College,Fall 2000,5,Total,15875,11562
190530,CUNY Bronx Community College,Fall 2000,1,Transfer,392,
190530,CUNY Bronx Community College,Fall 2000,2,First-time Freshmen,1148,
190530,CUNY Bronx Community College,Fall 2000,4,Undergraduate,6928,5361
190530,CUNY Bronx Community College,Fall 2000,5,Total,6928,5361
190549,CUNY Brooklyn College,Fall 2000,1,Transfer,1078,
190549,CUNY Brooklyn College,Fall 2000,2,First-time Freshmen,1286,
190549,CUNY Brooklyn College,Fall 2000,3,Graduate,4945,2152
190549,CUNY Brooklyn College,Fall 2000,4,Undergraduate,10094,7717
190549,CUNY Brooklyn College,Fall 2000,5,Total,15039,9869
190567,CUNY City College,Fall 2000,1,Transfer,798,
190567,CUNY City College,Fall 2000,2,First-time Freshmen,928,
190567,CUNY City College,Fall 2000,3,Graduate,2900,1417
190567,CUNY City College,Fall 2000,4,Undergraduate,8155,6097
190567,CUNY City College,Fall 2000,5,Total,11055,7514
190558,CUNY College of Staten Island,Fall 2000,1,Transfer,882,
190558,CUNY College of Staten Island,Fall 2000,2,First-time Freshmen,1788,
190558,CUNY College of Staten Island,Fall 2000,3,Graduate,1380,579
190558,CUNY College of Staten Island,Fall 2000,4,Undergraduate,9735,7255
190558,CUNY College of Staten Island,Fall 2000,5,Total,11115,7834
190576,CUNY Graduate School and University Center,Fall 2000,3,Graduate,3567,2821
190576,CUNY Graduate School and University Center,Fall 2000,5,Total,3567,2821
190585,CUNY Hostos Community College,Fall 2000,1,Transfer,220,
190585,CUNY Hostos Community College,Fall 2000,2,First-time Freshmen,633,
190585,CUNY Hostos Community College,Fall 2000,4,Undergraduate,3115,2761
190585,CUNY Hostos Community College,Fall 2000,5,Total,3115,2761
190594,CUNY Hunter College,Fall 2000,1,Transfer,1510,
190594,CUNY Hunter College,Fall 2000,2,First-time Freshmen,1845,
190594,CUNY Hunter College,Fall 2000,3,Graduate,4590,2465
190594,CUNY Hunter College,Fall 2000,4,Undergraduate,15421,11074
190594,CUNY Hunter College,Fall 2000,5,Total,20011,13539
190600,CUNY John Jay College of Criminal Justice,Fall 2000,1,Transfer,823,
190600,CUNY John Jay College of Criminal Justice,Fall 2000,2,First-time Freshmen,1515,
190600,CUNY John Jay College of Criminal Justice,Fall 2000,3,Graduate,1053,613
190600,CUNY John Jay College of Criminal Justice,Fall 2000,4,Undergraduate,9559,7300
190600,CUNY John Jay College of Criminal Justice,Fall 2000,5,Total,10612,7913
190619,CUNY Kingsborough Community College,Fall 2000,1,Transfer,980,
190619,CUNY Kingsborough Community College,Fall 2000,2,First-time Freshmen,2135,
190619,CUNY Kingsborough Community College,Fall 2000,4,Undergraduate,14801,10302
190619,CUNY Kingsborough Community College,Fall 2000,5,Total,14801,10302
190628,CUNY LaGuardia Community College,Fall 2000,1,Transfer,742,
190628,CUNY LaGuardia Community College,Fall 2000,2,First-time Freshmen,1923,
190628,CUNY LaGuardia Community College,Fall 2000,4,Undergraduate,11778,9437
190628,CUNY LaGuardia Community College,Fall 2000,5,Total,11778,9437
190682,CUNY Law School,Fall 2000,3,Graduate,383,493
190682,CUNY Law School,Fall 2000,5,Total,383,493
190637,CUNY Lehman College,Fall 2000,1,Transfer,753,
190637,CUNY Lehman College,Fall 2000,2,First-time Freshmen,575,
190637,CUNY Lehman College,Fall 2000,3,Graduate,1846,808
190637,CUNY Lehman College,Fall 2000,4,Undergraduate,6922,4908
190637,CUNY Lehman College,Fall 2000,5,Total,8768,5716
190646,CUNY Medgar Evers College,Fall 2000,1,Transfer,319,
190646,CUNY Medgar Evers College,Fall 2000,2,First-time Freshmen,556,
190646,CUNY Medgar Evers College,Fall 2000,4,Undergraduate,4614,3048
190646,CUNY Medgar Evers College,Fall 2000,5,Total,4614,3048
190655,CUNY New York City College of Technology,Fall 2000,1,Transfer,511,
190655,CUNY New York City College of Technology,Fall 2000,2,First-time Freshmen,2423,
190655,CUNY New York City College of Technology,Fall 2000,4,Undergraduate,11028,8573
190655,CUNY New York City College of Technology,Fall 2000,5,Total,11028,8573
190664,CUNY Queens College,Fall 2000,1,Transfer,1205,
190664,CUNY Queens College,Fall 2000,2,First-time Freshmen,1131,
190664,CUNY Queens College,Fall 2000,3,Graduate,4097,1896
190664,CUNY Queens College,Fall 2000,4,Undergraduate,10964,8295
190664,CUNY Queens College,Fall 2000,5,Total,15061,10191
190673,CUNY Queensborough Community College,Fall 2000,1,Transfer,632,
190673,CUNY Queensborough Community College,Fall 2000,2,First-time Freshmen,2087,
190673,CUNY Queensborough Community College,Fall 2000,4,Undergraduate,10598,7330
190673,CUNY Queensborough Community College,Fall 2000,5,Total,10598,7330
190691,CUNY York College,Fall 2000,1,Transfer,510,
190691,CUNY York College,Fall 2000,2,First-time Freshmen,496,
190691,CUNY York College,Fall 2000,4,Undergraduate,5357,3726
190691,CUNY York College,Fall 2000,5,Total,5357,3726
190512,CUNY Baruch College,Fall 1999,1,Transfer,1655,
190512,CUNY Baruch College,Fall 1999,2,First-time Freshmen,1165,
190512,CUNY Baruch College,Fall 1999,3,Graduate,2656,1510
190512,CUNY Baruch College,Fall 1999,4,Undergraduate,12598,9902
190512,CUNY Baruch College,Fall 1999,5,Total,15254,11412
190521,CUNY Borough of Manhattan Community College,Fall 1999,1,Transfer,1041,
190521,CUNY Borough of Manhattan Community College,Fall 1999,2,First-time Freshmen,2726,
190521,CUNY Borough of Manhattan Community College,Fall 1999,4,Undergraduate,14997,11275
190521,CUNY Borough of Manhattan Community College,Fall 1999,5,Total,14997,11275
190530,CUNY Bronx Community College,Fall 1999,1,Transfer,375,
190530,CUNY Bronx Community College,Fall 1999,2,First-time Freshmen,1175,
190530,CUNY Bronx Community College,Fall 1999,4,Undergraduate,6893,5494
190530,CUNY Bronx Community College,Fall 1999,5,Total,6893,5494
190549,CUNY Brooklyn College,Fall 1999,1,Transfer,1038,
190549,CUNY Brooklyn College,Fall 1999,2,First-time Freshmen,1057,
190549,CUNY Brooklyn College,Fall 1999,3,Graduate,4874,2176
190549,CUNY Brooklyn College,Fall 1999,4,Undergraduate,10183,7882
190549,CUNY Brooklyn College,Fall 1999,5,Total,15057,10058
190567,CUNY City College,Fall 1999,1,Transfer,740,
190567,CUNY City College,Fall 1999,2,First-time Freshmen,828,
190567,CUNY City College,Fall 1999,3,Graduate,2644,1204
190567,CUNY City College,Fall 1999,4,Undergraduate,8349,6402
190567,CUNY City College,Fall 1999,5,Total,10993,7606
190512,CUNY Baruch College,Fall 1998,3,Graduate,2595,1882
190558,CUNY College of Staten Island,Fall 1999,1,Transfer,840,
190558,CUNY College of Staten Island,Fall 1999,2,First-time Freshmen,1851,
190558,CUNY College of Staten Island,Fall 1999,3,Graduate,1240,539
190558,CUNY College of Staten Island,Fall 1999,4,Undergraduate,10130,7580
190558,CUNY College of Staten Island,Fall 1999,5,Total,11370,8119
190576,CUNY Graduate School and University Center,Fall 1999,3,Graduate,3590,2806
190576,CUNY Graduate School and University Center,Fall 1999,5,Total,3590,2806
190585,CUNY Hostos Community College,Fall 1999,1,Transfer,168,
190585,CUNY Hostos Community College,Fall 1999,2,First-time Freshmen,465,
190585,CUNY Hostos Community College,Fall 1999,4,Undergraduate,3196,3019
190585,CUNY Hostos Community College,Fall 1999,5,Total,3196,3019
190594,CUNY Hunter College,Fall 1999,1,Transfer,1532,
190594,CUNY Hunter College,Fall 1999,2,First-time Freshmen,1920,
190594,CUNY Hunter College,Fall 1999,3,Graduate,4433,2401
190594,CUNY Hunter College,Fall 1999,4,Undergraduate,15568,11283
190594,CUNY Hunter College,Fall 1999,5,Total,20001,13684
190600,CUNY John Jay College of Criminal Justice,Fall 1999,1,Transfer,770,
190600,CUNY John Jay College of Criminal Justice,Fall 1999,2,First-time Freshmen,1407,
190600,CUNY John Jay College of Criminal Justice,Fall 1999,3,Graduate,1141,676
190600,CUNY John Jay College of Criminal Justice,Fall 1999,4,Undergraduate,9335,7379
190600,CUNY John Jay College of Criminal Justice,Fall 1999,5,Total,10476,8055
190619,CUNY Kingsborough Community College,Fall 1999,1,Transfer,944,
190619,CUNY Kingsborough Community College,Fall 1999,2,First-time Freshmen,2167,
190619,CUNY Kingsborough Community College,Fall 1999,4,Undergraduate,15309,10624
190619,CUNY Kingsborough Community College,Fall 1999,5,Total,15309,10624
190628,CUNY LaGuardia Community College,Fall 1999,1,Transfer,651,
190628,CUNY LaGuardia Community College,Fall 1999,2,First-time Freshmen,1898,
190628,CUNY LaGuardia Community College,Fall 1999,4,Undergraduate,11282,9568
190628,CUNY LaGuardia Community College,Fall 1999,5,Total,11282,9568
190682,CUNY Law School,Fall 1999,3,Graduate,396,504
190682,CUNY Law School,Fall 1999,5,Total,396,504
190637,CUNY Lehman College,Fall 1999,1,Transfer,788,
190637,CUNY Lehman College,Fall 1999,2,First-time Freshmen,644,
190637,CUNY Lehman College,Fall 1999,3,Graduate,1846,810
190637,CUNY Lehman College,Fall 1999,4,Undergraduate,7228,5236
190637,CUNY Lehman College,Fall 1999,5,Total,9074,6046
190646,CUNY Medgar Evers College,Fall 1999,1,Transfer,267,
190646,CUNY Medgar Evers College,Fall 1999,2,First-time Freshmen,695,
190646,CUNY Medgar Evers College,Fall 1999,4,Undergraduate,4792,3203
190646,CUNY Medgar Evers College,Fall 1999,5,Total,4792,3203
190655,CUNY New York City College of Technology,Fall 1999,1,Transfer,465,
190655,CUNY New York City College of Technology,Fall 1999,2,First-time Freshmen,2476,
190655,CUNY New York City College of Technology,Fall 1999,4,Undergraduate,10871,8577
190655,CUNY New York City College of Technology,Fall 1999,5,Total,10871,8577
190664,CUNY Queens College,Fall 1999,1,Transfer,1226,
190664,CUNY Queens College,Fall 1999,2,First-time Freshmen,1037,
190664,CUNY Queens College,Fall 1999,3,Graduate,4120,1940
190664,CUNY Queens College,Fall 1999,4,Undergraduate,11566,8676
190664,CUNY Queens College,Fall 1999,5,Total,15686,10616
190673,CUNY Queensborough Community College,Fall 1999,1,Transfer,492,
190673,CUNY Queensborough Community College,Fall 1999,2,First-time Freshmen,2070,
190673,CUNY Queensborough Community College,Fall 1999,4,Undergraduate,10395,7475
190673,CUNY Queensborough Community College,Fall 1999,5,Total,10395,7475
190691,CUNY York College,Fall 1999,1,Transfer,507,
190691,CUNY York College,Fall 1999,2,First-time Freshmen,461,
190691,CUNY York College,Fall 1999,4,Undergraduate,5362,3792
190691,CUNY York College,Fall 1999,5,Total,5362,3792
190512,CUNY Baruch College,Fall 1998,1,Transfer,1813,
190512,CUNY Baruch College,Fall 1998,2,First-time Freshmen,981,
190512,CUNY Baruch College,Fall 1998,4,Undergraduate,12386,9362
190512,CUNY Baruch College,Fall 1998,5,Total,14981,11244
190521,CUNY Borough of Manhattan Community College,Fall 1998,1,Transfer,1230,
190521,CUNY Borough of Manhattan Community College,Fall 1998,2,First-time Freshmen,2924,
190521,CUNY Borough of Manhattan Community College,Fall 1998,4,Undergraduate,16022,12153
190521,CUNY Borough of Manhattan Community College,Fall 1998,5,Total,16022,12153
190530,CUNY Bronx Community College,Fall 1998,1,Transfer,378,
190530,CUNY Bronx Community College,Fall 1998,2,First-time Freshmen,1156,
190530,CUNY Bronx Community College,Fall 1998,4,Undergraduate,7298,5985
190530,CUNY Bronx Community College,Fall 1998,5,Total,7298,5985
190549,CUNY Brooklyn College,Fall 1998,1,Transfer,986,
190549,CUNY Brooklyn College,Fall 1998,2,First-time Freshmen,1100,
190549,CUNY Brooklyn College,Fall 1998,3,Graduate,4360,1882
190549,CUNY Brooklyn College,Fall 1998,4,Undergraduate,10408,8224
190549,CUNY Brooklyn College,Fall 1998,5,Total,14768,10106
190567,CUNY City College,Fall 1998,1,Transfer,838,
190567,CUNY City College,Fall 1998,2,First-time Freshmen,967,
190567,CUNY City College,Fall 1998,3,Graduate,3062,1335
190567,CUNY City College,Fall 1998,4,Undergraduate,8934,6980
190567,CUNY City College,Fall 1998,5,Total,11996,8315
190558,CUNY College of Staten Island,Fall 1998,1,Transfer,856,
190558,CUNY College of Staten Island,Fall 1998,2,First-time Freshmen,1940,
190558,CUNY College of Staten Island,Fall 1998,3,Graduate,1373,580
190558,CUNY College of Staten Island,Fall 1998,4,Undergraduate,10607,7911
190558,CUNY College of Staten Island,Fall 1998,5,Total,11980,8491
190576,CUNY Graduate School and University Center,Fall 1998,3,Graduate,3797,2979
190576,CUNY Graduate School and University Center,Fall 1998,5,Total,3797,2979
190585,CUNY Hostos Community College,Fall 1998,1,Transfer,173,
190585,CUNY Hostos Community College,Fall 1998,2,First-time Freshmen,593,
190585,CUNY Hostos Community College,Fall 1998,4,Undergraduate,3619,3581
190585,CUNY Hostos Community College,Fall 1998,5,Total,3619,3581
190594,CUNY Hunter College,Fall 1998,1,Transfer,1692,
190594,CUNY Hunter College,Fall 1998,2,First-time Freshmen,1573,
190594,CUNY Hunter College,Fall 1998,3,Graduate,4360,2541
190594,CUNY Hunter College,Fall 1998,4,Undergraduate,15251,10919
190594,CUNY Hunter College,Fall 1998,5,Total,19611,13460
190600,CUNY John Jay College of Criminal Justice,Fall 1998,1,Transfer,862,
190600,CUNY John Jay College of Criminal Justice,Fall 1998,2,First-time Freshmen,1723,
190600,CUNY John Jay College of Criminal Justice,Fall 1998,3,Graduate,1124,648
190600,CUNY John Jay College of Criminal Justice,Fall 1998,4,Undergraduate,9690,7524
190600,CUNY John Jay College of Criminal Justice,Fall 1998,5,Total,10814,8172
190619,CUNY Kingsborough Community College,Fall 1998,1,Transfer,761,
190619,CUNY Kingsborough Community College,Fall 1998,2,First-time Freshmen,2094,
190619,CUNY Kingsborough Community College,Fall 1998,4,Undergraduate,15175,10276
190619,CUNY Kingsborough Community College,Fall 1998,5,Total,15175,10276
190628,CUNY LaGuardia Community College,Fall 1998,1,Transfer,590,
190628,CUNY LaGuardia Community College,Fall 1998,2,First-time Freshmen,2099,
190628,CUNY LaGuardia Community College,Fall 1998,4,Undergraduate,11058,9744
190628,CUNY LaGuardia Community College,Fall 1998,5,Total,11058,9744
190682,CUNY Law School,Fall 1998,3,Graduate,372,467
190682,CUNY Law School,Fall 1998,5,Total,372,467
190637,CUNY Lehman College,Fall 1998,1,Transfer,748,
190637,CUNY Lehman College,Fall 1998,2,First-time Freshmen,621,
190637,CUNY Lehman College,Fall 1998,3,Graduate,1707,762
190637,CUNY Lehman College,Fall 1998,4,Undergraduate,7302,5299
190637,CUNY Lehman College,Fall 1998,5,Total,9009,6061
190646,CUNY Medgar Evers College,Fall 1998,1,Transfer,264,
190646,CUNY Medgar Evers College,Fall 1998,2,First-time Freshmen,579,
190646,CUNY Medgar Evers College,Fall 1998,4,Undergraduate,4719,3277
190646,CUNY Medgar Evers College,Fall 1998,5,Total,4719,3277
190655,CUNY New York City College of Technology,Fall 1998,1,Transfer,469,
190655,CUNY New York City College of Technology,Fall 1998,2,First-time Freshmen,2634,
190655,CUNY New York City College of Technology,Fall 1998,4,Undergraduate,11176,8728
190655,CUNY New York City College of Technology,Fall 1998,5,Total,11176,8728
190664,CUNY Queens College,Fall 1998,1,Transfer,1209,
190664,CUNY Queens College,Fall 1998,2,First-time Freshmen,1249,
190664,CUNY Queens College,Fall 1998,3,Graduate,4175,1987
190664,CUNY Queens College,Fall 1998,4,Undergraduate,12020,9141
190664,CUNY Queens College,Fall 1998,5,Total,16195,11128
190673,CUNY Queensborough Community College,Fall 1998,1,Transfer,581,
190673,CUNY Queensborough Community College,Fall 1998,2,First-time Freshmen,2175,
190673,CUNY Queensborough Community College,Fall 1998,4,Undergraduate,10293,7415
190673,CUNY Queensborough Community College,Fall 1998,5,Total,10293,7415
190691,CUNY York College,Fall 1998,1,Transfer,487,
190691,CUNY York College,Fall 1998,2,First-time Freshmen,409,
190691,CUNY York College,Fall 1998,4,Undergraduate,5649,4074
190691,CUNY York College,Fall 1998,5,Total,5649,4074
190512,CUNY Baruch College,Fall 1997,1,Transfer,1743,
190512,CUNY Baruch College,Fall 1997,2,First-time Freshmen,1220,
190512,CUNY Baruch College,Fall 1997,3,Graduate,2423,1737
190512,CUNY Baruch College,Fall 1997,4,Undergraduate,12648,9286
190512,CUNY Baruch College,Fall 1997,5,Total,15071,11023
190521,CUNY Borough of Manhattan Community College,Fall 1997,1,Transfer,1235,
190521,CUNY Borough of Manhattan Community College,Fall 1997,2,First-time Freshmen,3013,
190521,CUNY Borough of Manhattan Community College,Fall 1997,4,Undergraduate,16141,12320
190521,CUNY Borough of Manhattan Community College,Fall 1997,5,Total,16141,12320
190530,CUNY Bronx Community College,Fall 1997,1,Transfer,413,
190530,CUNY Bronx Community College,Fall 1997,2,First-time Freshmen,1154,
190530,CUNY Bronx Community College,Fall 1997,4,Undergraduate,7600,6400
190530,CUNY Bronx Community College,Fall 1997,5,Total,7600,6400
190549,CUNY Brooklyn College,Fall 1997,1,Transfer,1071,
190549,CUNY Brooklyn College,Fall 1997,2,First-time Freshmen,1427,
190549,CUNY Brooklyn College,Fall 1997,3,Graduate,3814,1689
190549,CUNY Brooklyn College,Fall 1997,4,Undergraduate,11067,8760
190549,CUNY Brooklyn College,Fall 1997,5,Total,14881,10449
190567,CUNY City College,Fall 1997,1,Transfer,781,
190567,CUNY City College,Fall 1997,2,First-time Freshmen,1023,
190567,CUNY City College,Fall 1997,3,Graduate,3031,1360
190567,CUNY City College,Fall 1997,4,Undergraduate,9052,7055
190567,CUNY City College,Fall 1997,5,Total,12083,8415
190558,CUNY College of Staten Island,Fall 1997,1,Transfer,877,
190558,CUNY College of Staten Island,Fall 1997,2,First-time Freshmen,1759,
190558,CUNY College of Staten Island,Fall 1997,3,Graduate,1383,583
190558,CUNY College of Staten Island,Fall 1997,4,Undergraduate,10640,7814
190558,CUNY College of Staten Island,Fall 1997,5,Total,12023,8397
190576,CUNY Graduate School and University Center,Fall 1997,3,Graduate,3813,3009
190576,CUNY Graduate School and University Center,Fall 1997,5,Total,3813,3009
190585,CUNY Hostos Community College,Fall 1997,1,Transfer,95,
190585,CUNY Hostos Community College,Fall 1997,2,First-time Freshmen,686,
190585,CUNY Hostos Community College,Fall 1997,4,Undergraduate,4177,4301
190585,CUNY Hostos Community College,Fall 1997,5,Total,4177,4301
190594,CUNY Hunter College,Fall 1997,1,Transfer,1678,
190594,CUNY Hunter College,Fall 1997,2,First-time Freshmen,1765,
190594,CUNY Hunter College,Fall 1997,3,Graduate,4329,2465
190594,CUNY Hunter College,Fall 1997,4,Undergraduate,15360,10967
190594,CUNY Hunter College,Fall 1997,5,Total,19689,13432
190600,CUNY John Jay College of Criminal Justice,Fall 1997,1,Transfer,990,
190600,CUNY John Jay College of Criminal Justice,Fall 1997,2,First-time Freshmen,1718,
190600,CUNY John Jay College of Criminal Justice,Fall 1997,3,Graduate,1019,564
190600,CUNY John Jay College of Criminal Justice,Fall 1997,4,Undergraduate,9815,7742
190600,CUNY John Jay College of Criminal Justice,Fall 1997,5,Total,10834,8306
190619,CUNY Kingsborough Community College,Fall 1997,1,Transfer,672,
190619,CUNY Kingsborough Community College,Fall 1997,2,First-time Freshmen,2081,
190619,CUNY Kingsborough Community College,Fall 1997,4,Undergraduate,15218,10502
190619,CUNY Kingsborough Community College,Fall 1997,5,Total,15218,10502
190628,CUNY LaGuardia Community College,Fall 1997,1,Transfer,705,
190628,CUNY LaGuardia Community College,Fall 1997,2,First-time Freshmen,2076,
190628,CUNY LaGuardia Community College,Fall 1997,4,Undergraduate,10925,9731
190628,CUNY LaGuardia Community College,Fall 1997,5,Total,10925,9731
190682,CUNY Law School,Fall 1997,3,Graduate,467,587
190682,CUNY Law School,Fall 1997,5,Total,467,587
190637,CUNY Lehman College,Fall 1997,1,Transfer,914,
190637,CUNY Lehman College,Fall 1997,2,First-time Freshmen,798,
190637,CUNY Lehman College,Fall 1997,3,Graduate,1685,734
190637,CUNY Lehman College,Fall 1997,4,Undergraduate,7598,5563
190637,CUNY Lehman College,Fall 1997,5,Total,9283,6297
190646,CUNY Medgar Evers College,Fall 1997,1,Transfer,330,
190646,CUNY Medgar Evers College,Fall 1997,2,First-time Freshmen,591,
190646,CUNY Medgar Evers College,Fall 1997,4,Undergraduate,5063,3562
190646,CUNY Medgar Evers College,Fall 1997,5,Total,5063,3562
190655,CUNY New York City College of Technology,Fall 1997,1,Transfer,601,
190655,CUNY New York City College of Technology,Fall 1997,2,First-time Freshmen,2410,
190655,CUNY New York City College of Technology,Fall 1997,4,Undergraduate,11124,8607
190655,CUNY New York City College of Technology,Fall 1997,5,Total,11124,8607
190664,CUNY Queens College,Fall 1997,1,Transfer,1245,
190664,CUNY Queens College,Fall 1997,2,First-time Freshmen,1309,
190664,CUNY Queens College,Fall 1997,3,Graduate,3941,1902
190664,CUNY Queens College,Fall 1997,4,Undergraduate,12440,9400
190664,CUNY Queens College,Fall 1997,5,Total,16381,11302
190673,CUNY Queensborough Community College,Fall 1997,1,Transfer,549,
190673,CUNY Queensborough Community College,Fall 1997,2,First-time Freshmen,1777,
190673,CUNY Queensborough Community College,Fall 1997,4,Undergraduate,10299,7433
190673,CUNY Queensborough Community College,Fall 1997,5,Total,10299,7433
190691,CUNY York College,Fall 1997,1,Transfer,581,
190691,CUNY York College,Fall 1997,2,First-time Freshmen,518,
190691,CUNY York College,Fall 1997,4,Undergraduate,6030,4424
190691,CUNY York College,Fall 1997,5,Total,6030,4424
190512,CUNY Baruch College,Fall 1996,1,Transfer,1405,
190512,CUNY Baruch College,Fall 1996,2,First-time Freshmen,1449,
190512,CUNY Baruch College,Fall 1996,3,Graduate,2369,1654
190512,CUNY Baruch College,Fall 1996,4,Undergraduate,12833,9360
190512,CUNY Baruch College,Fall 1996,5,Total,15202,11014
190521,CUNY Borough of Manhattan Community College,Fall 1996,1,Transfer,1187,
190521,CUNY Borough of Manhattan Community College,Fall 1996,2,First-time Freshmen,3357,
190521,CUNY Borough of Manhattan Community College,Fall 1996,4,Undergraduate,16772,12615
190521,CUNY Borough of Manhattan Community College,Fall 1996,5,Total,16772,12615
190530,CUNY Bronx Community College,Fall 1996,1,Transfer,429,
190530,CUNY Bronx Community College,Fall 1996,2,First-time Freshmen,1294,
190530,CUNY Bronx Community College,Fall 1996,4,Undergraduate,7884,6575
190530,CUNY Bronx Community College,Fall 1996,5,Total,7884,6575
190549,CUNY Brooklyn College,Fall 1996,1,Transfer,1016,
190549,CUNY Brooklyn College,Fall 1996,2,First-time Freshmen,1311,
190549,CUNY Brooklyn College,Fall 1996,3,Graduate,4297,1900
190549,CUNY Brooklyn College,Fall 1996,4,Undergraduate,10890,8717
190549,CUNY Brooklyn College,Fall 1996,5,Total,15187,10617
190567,CUNY City College,Fall 1996,1,Transfer,742,
190567,CUNY City College,Fall 1996,2,First-time Freshmen,824,
190567,CUNY City College,Fall 1996,3,Graduate,2878,1330
190567,CUNY City College,Fall 1996,4,Undergraduate,9607,7454
190567,CUNY City College,Fall 1996,5,Total,12485,8784
190558,CUNY College of Staten Island,Fall 1996,1,Transfer,847,
190558,CUNY College of Staten Island,Fall 1996,2,First-time Freshmen,1814,
190558,CUNY College of Staten Island,Fall 1996,3,Graduate,1499,608
190558,CUNY College of Staten Island,Fall 1996,4,Undergraduate,10691,7942
190558,CUNY College of Staten Island,Fall 1996,5,Total,12190,8550
190576,CUNY Graduate School and University Center,Fall 1996,3,Graduate,3963,3111
190576,CUNY Graduate School and University Center,Fall 1996,5,Total,3963,3111
190585,CUNY Hostos Community College,Fall 1996,1,Transfer,250,
190585,CUNY Hostos Community College,Fall 1996,2,First-time Freshmen,942,
190585,CUNY Hostos Community College,Fall 1996,4,Undergraduate,4699,4940
190585,CUNY Hostos Community College,Fall 1996,5,Total,4699,4940
190594,CUNY Hunter College,Fall 1996,1,Transfer,1676,
190594,CUNY Hunter College,Fall 1996,2,First-time Freshmen,1605,
