College IPEDS ID,College Name,Fall Term,Enrollment Type Code,Enrollment Type Description,Head Count,Full-time Equivalent (FTE) Enrollment
190682,CUNY Law School,Fall 2012,5,Total,431,537
190637,CUNY Lehman College,Fall 2012,1,Transfer,1259,
190637,CUNY Lehman College,Fall 2012,2,First-time Freshmen,551,
190637,CUNY Lehman College,Fall 2012,3,Graduate,2285,1273
190637,CUNY Lehman College,Fall 2012,4,Undergraduate,9577,6626
190637,CUNY Lehman College,Fall 2012,5,Total,11862,7899
190646,CUNY Medgar Evers College,Fall 2012,1,Transfer,571,
190646,CUNY Medgar Evers College,Fall 2012,2,First-time Freshmen,1045,
190646,CUNY Medgar Evers College,Fall 2012,4,Undergraduate,6540,4897
190646,CUNY Medgar Evers College,Fall 2012,5,Total,6540,4897
190655,CUNY New York City College of Technology,Fall 2012,1,Transfer,1245,
190655,CUNY New York City College of Technology,Fall 2012,2,First-time Freshmen,2861,
190655,CUNY New York City College of Technology,Fall 2012,4,Undergraduate,16207,12142
190655,CUNY New York City College of Technology,Fall 2012,5,Total,16207,12142
190664,CUNY Queens College,Fall 2012,1,Transfer,2205,
190664,CUNY Queens College,Fall 2012,2,First-time Freshmen,1449,
190664,CUNY Queens College,Fall 2012,3,Graduate,3913,2137
190664,CUNY Queens College,Fall 2012,4,Undergraduate,16187,12826
190664,CUNY Queens College,Fall 2012,5,Total,20100,14963
190673,CUNY Queensborough Community College,Fall 2012,1,Transfer,734,
190673,CUNY Queensborough Community College,Fall 2012,2,First-time Freshmen,3335,
190673,CUNY Queensborough Community College,Fall 2012,4,Undergraduate,15711,11385
190673,CUNY Queensborough Community College,Fall 2012,5,Total,15711,11385
190576,CUNY School of Journalism,Fall 2012,3,Graduate,193,228
190576,CUNY School of Journalism,Fall 2012,5,Total,193,228
190576,CUNY School of Professional Studies,Fall 2012,1,Transfer,305,
190576,CUNY School of Professional Studies,Fall 2012,3,Graduate,716,258
190576,CUNY School of Professional Studies,Fall 2012,4,Undergraduate,1247,618
190576,CUNY School of Professional Studies,Fall 2012,5,Total,1963,876
190691,CUNY York College,Fall 2012,1,Transfer,894,
190691,CUNY York College,Fall 2012,2,First-time Freshmen,1111,
190691,CUNY York College,Fall 2012,3,Graduate,39,39
190691,CUNY York College,Fall 2012,4,Undergraduate,8381,6091
190691,CUNY York College,Fall 2012,5,Total,8420,6130
190512,CUNY Baruch College,Fall 2011,1,Transfer,2100,
190512,CUNY Baruch College,Fall 2011,2,First-time Freshmen,1311,
190512,CUNY Baruch College,Fall 2011,3,Graduate,3789,2507
190512,CUNY Baruch College,Fall 2011,4,Undergraduate,14266,11637
190512,CUNY Baruch College,Fall 2011,5,Total,18055,14144
190521,CUNY Borough of Manhattan Community College,Fall 2011,1,Transfer,1242,
190521,CUNY Borough of Manhattan Community College,Fall 2011,2,First-time Freshmen,6270,
190521,CUNY Borough of Manhattan Community College,Fall 2011,4,Undergraduate,24463,18564
190521,CUNY Borough of Manhattan Community College,Fall 2011,5,Total,24463,18564
190530,CUNY Bronx Community College,Fall 2011,1,Transfer,1181,
190530,CUNY Bronx Community College,Fall 2011,2,First-time Freshmen,2083,
190530,CUNY Bronx Community College,Fall 2011,4,Undergraduate,11450,8253
190530,CUNY Bronx Community College,Fall 2011,5,Total,11450,8253
190549,CUNY Brooklyn College,Fall 2011,1,Transfer,1713,
190549,CUNY Brooklyn College,Fall 2011,2,First-time Freshmen,1153,
190549,CUNY Brooklyn College,Fall 2011,3,Graduate,3739,2119
190549,CUNY Brooklyn College,Fall 2011,4,Undergraduate,13096,10353
190549,CUNY Brooklyn College,Fall 2011,5,Total,16835,12472
190567,CUNY City College,Fall 2011,1,Transfer,1350,
190567,CUNY City College,Fall 2011,2,First-time Freshmen,1517,
190567,CUNY City College,Fall 2011,3,Graduate,3142,1805
190567,CUNY City College,Fall 2011,4,Undergraduate,12863,10089
190567,CUNY City College,Fall 2011,5,Total,16005,11894
190558,CUNY College of Staten Island,Fall 2011,1,Transfer,1384,
190558,CUNY College of Staten Island,Fall 2011,2,First-time Freshmen,2458,
190558,CUNY College of Staten Island,Fall 2011,3,Graduate,1044,581
190558,CUNY College of Staten Island,Fall 2011,4,Undergraduate,13155,10514
190558,CUNY College of Staten Island,Fall 2011,5,Total,14199,11095
190576,CUNY Graduate School and University Center,Fall 2011,3,Graduate,4701,3750
190576,CUNY Graduate School and University Center,Fall 2011,5,Total,4701,3750
190585,CUNY Hostos Community College,Fall 2011,1,Transfer,600,
190585,CUNY Hostos Community College,Fall 2011,2,First-time Freshmen,1230,
190585,CUNY Hostos Community College,Fall 2011,4,Undergraduate,7078,5088
190585,CUNY Hostos Community College,Fall 2011,5,Total,7078,5088
190594,CUNY Hunter College,Fall 2011,1,Transfer,1741,
190594,CUNY Hunter College,Fall 2011,2,First-time Freshmen,2177,
190594,CUNY Hunter College,Fall 2011,3,Graduate,6477,4055
190594,CUNY Hunter College,Fall 2011,4,Undergraduate,16345,12645
